protocol,action_type,kick_time,kick_block,kick_evt_hash,surplus_auction_id,lot_unit_of_dai,tend_time,tend_block_number,bid_call_hash,bid_price_unit_of_mkr,deal_time,deal_block_number,deal_hash
maker,surplus,02/07/2020 10:01:23,9.4349e+06,ca0d262ad95d0557e3da2b8253ea2ad95b2ebedb0bfc7bb0eaebaa7f7ed3771a,8,10000,02/07/2020 10:01:44,9.434902e+06,9b93b860cf9d56c37ff416172ce7e0e5505d986c9d59d923a0895d91d97a1a7f,17.823419649555404,02/07/2020 10:32:08,9.435048e+06,330ea897496cc488fff4a0f91e30670e2ec2665c29897c307bacd222bf563fae
maker,surplus,02/08/2020 04:50:31,9.440033e+06,fb4d91faeaade57cfef00c41c3195e06b172a5ad67e5ad503bab0253c1e85bf1,9,10000,02/08/2020 04:50:31,9.440033e+06,fb4d91faeaade57cfef00c41c3195e06b172a5ad67e5ad503bab0253c1e85bf1,17.15190274849279,02/08/2020 05:20:39,9.440155e+06,10c0c1d9f26dc26384dd4794bbbc34cc5600e1fb3d807d71c961d9e673dd6056
maker,surplus,02/08/2020 23:54:13,9.445182e+06,c1976c9c8ea99254eb6a14335d0b3f7bca2e4d539be188e3e1fa25a3692952af,10,10000,02/08/2020 23:54:13,9.445182e+06,c1976c9c8ea99254eb6a14335d0b3f7bca2e4d539be188e3e1fa25a3692952af,16.832038936649745,02/09/2020 00:26:32,9.445324e+06,8ceec372b9e6696a22c0dbade072bdafad14a305736ff968afc7d583917f2d25
maker,surplus,02/09/2020 20:32:37,9.450721e+06,d9dc20a4be81060456a2fe17e6046630ba69eb923169030af683aa0a03e32e0e,11,10000,02/09/2020 20:32:37,9.450721e+06,d9dc20a4be81060456a2fe17e6046630ba69eb923169030af683aa0a03e32e0e,16.76563174594365,02/09/2020 21:02:44,9.450866e+06,04d1031e915b90adfc6846ea2d43226ea726e58b1660225368af4207d77659e1
maker,surplus,02/10/2020 16:49:28,9.456311e+06,82fabdea99657aa559b77a3f9755d079076ca464959e74aa952eddb46b7bcae4,12,10000,02/10/2020 16:49:28,9.456311e+06,82fabdea99657aa559b77a3f9755d079076ca464959e74aa952eddb46b7bcae4,17.222717146488456,02/10/2020 17:19:30,9.456445e+06,606b42b8cf8e681bced419c7edc5fbb6eeabfb74f15b3b71cf6948322d6b4768
maker,surplus,02/11/2020 13:23:29,9.46193e+06,4690539f426c9823b5f5feb3429e6074bc67dca568c8cbcca2dae7aee79825cb,13,10000,02/11/2020 13:23:29,9.46193e+06,4690539f426c9823b5f5feb3429e6074bc67dca568c8cbcca2dae7aee79825cb,17.094708233898057,02/11/2020 14:03:00,9.462098e+06,7f4d3051c6d01b76c1cc6f3e97dc793630737e9421ed2317da0de684418b8579
maker,surplus,02/12/2020 06:10:15,9.466484e+06,b42c4f850730fa4711c0de0a729c328bb2bc2c3001fa6d3c4fcf0ed6221f94c3,14,10000,02/12/2020 06:10:15,9.466484e+06,b42c4f850730fa4711c0de0a729c328bb2bc2c3001fa6d3c4fcf0ed6221f94c3,16.016282143274033,02/12/2020 06:40:20,9.46661e+06,ec6e2264bb0d1727c4fc17e66e37a1875a5e91a6efe2229cfb5064092cb86136
maker,surplus,02/12/2020 20:03:37,9.470224e+06,ebef7ce1d39b0f6e49caa40188ffabe1d155ed1135f0c38f850dde97180ce957,15,10000,02/12/2020 20:03:37,9.470224e+06,ebef7ce1d39b0f6e49caa40188ffabe1d155ed1135f0c38f850dde97180ce957,15.890963299850995,02/12/2020 20:33:42,9.470365e+06,f28c74708edd761a53697a98a8a44e29aad6e9989f261bfe0063345d9cb5f10c
maker,surplus,02/13/2020 15:38:22,9.475548e+06,5f3c8cdc4bf168878ef2906a948ec0a17cd7d200475fcf15c0f0780d463571c8,16,10000,02/13/2020 15:38:22,9.475548e+06,5f3c8cdc4bf168878ef2906a948ec0a17cd7d200475fcf15c0f0780d463571c8,15.759513561975194,02/13/2020 16:08:24,9.475686e+06,61f76caa8deb6bc3e50314c36a761f09a1dd1f816d2640a4a2c8d51442274115
maker,surplus,02/14/2020 11:22:41,9.480839e+06,f9406f5592d02240466325d742271e04323813542eedfffaa2cdfc36e57d5fd8,17,10000,02/14/2020 11:22:41,9.480839e+06,f9406f5592d02240466325d742271e04323813542eedfffaa2cdfc36e57d5fd8,15.73062388223714,02/14/2020 11:53:14,9.480968e+06,a3f5c9a8a820404ec60ad1732847f03342e7fa114e94b4283cc6887887f36327
